text,stress_level,stress_score,age,gender
I have severe anxiety and depression that won't go away. I don't know what to do.,Critical,98.20931379951979,46,M
The stress is unbearable and I need immediate help. Seeking help.,Critical,91.3182030944306,50,Other
I'm having constant panic attacks and can't function. Need advice.,Critical,89.06638557256856,18,Other
I'm tired from work pressure. Seeking help.,Moderate,41.37625472867746,34,F
I'm constantly worried and can't focus on anything. Need advice.,High,61.30537750254295,67,Other
I'm having panic attacks and anxiety episodes.,High,71.70245399667657,20,F
Everything is going well at work. Need advice.,Low,9.345368970419582,65,Other
I feel somewhat anxious about upcoming deadlines. Seeking help.,Moderate,33.2723297748511,44,F
I feel exhausted and depressed all the time.,High,71.2151637974695,64,F
My mind keeps racing and I feel trapped.,High,57.91136441333644,66,M
I'm constantly worried and can't focus on anything. I don't know what to do.,High,66.1930013605153,23,Other
I feel very anxious and unable to sleep because of work pressure. I don't know what to do.,High,51.91808498640057,26,M
I'm having trouble sleeping occasionally.,Moderate,39.33366311661729,66,M
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,88.45236660302778,43,F
My mind keeps racing and I feel trapped. How can I improve this?,High,60.360851174208285,47,Other
Everything feels hopeless and I'm struggling daily. How can I improve this?,High,65.8856980175743,69,Other
I'm having trouble sleeping occasionally. I don't know what to do.,Moderate,43.95728790704288,46,Other
Work is balanced and I have time for hobbies. I don't know what to do.,Low,1.1258597259540937,65,F
I feel very anxious and unable to sleep because of work pressure. Seeking help.,High,72.99087270070186,53,M
I feel somewhat anxious about upcoming deadlines. Seeking help.,Moderate,40.831938455969734,67,Other
My mind keeps racing and I feel trapped. How can I improve this?,High,62.59298586474891,59,M
I'm tired from work pressure. Seeking help.,Moderate,34.186967987681975,38,M
I have severe anxiety and depression that won't go away. Seeking help.,Critical,97.24590985220777,30,Other
I'm enjoying my daily routine. Need advice.,Low,26.76176580629082,62,Other
Work has been a bit overwhelming lately.,Moderate,38.53580744387838,69,Other
I feel very anxious and unable to sleep because of work pressure. Need advice.,High,74.76606842930448,65,Other
I'm having constant panic attacks and can't function. Need advice.,Critical,92.10522687971216,46,F
I can't sleep at all and feel like I'm falling apart. Seeking help.,Critical,91.50839576285318,46,M
Everything feels hopeless and I'm struggling daily. How can I improve this?,High,58.80577437676863,34,Other
Everything is going well at work.,Low,26.577663433302753,56,F
Everything is falling apart and I can't handle it anymore. Need advice.,Critical,99.70926416803928,69,Other
I'm tired from work pressure. Seeking help.,Moderate,32.05810176684001,35,M
Work has been a bit overwhelming lately. Need advice.,Moderate,33.617490488506725,27,M
I feel exhausted and depressed all the time. How can I improve this?,High,65.44666636030092,22,Other
I'm enjoying my daily routine. Need advice.,Low,26.22506764446205,37,Other
Life has been pretty manageable lately. Need advice.,Low,16.175813823819432,57,M
I'm sleeping well and feeling energized. I don't know what to do.,Low,18.117613309866822,24,F
I'm tired from work pressure.,Moderate,39.98339666525324,20,Other
Everything is going well at work. How can I improve this?,Low,29.45691420105737,47,M
I feel completely helpless and don't know what to do. I don't know what to do.,Critical,95.28664847879205,62,Other
I'm enjoying my daily routine. I don't know what to do.,Low,28.39795718335016,28,F
I can't sleep at all and feel like I'm falling apart. I don't know what to do.,Critical,92.84894869661929,53,M
My mind keeps racing and I feel trapped. Seeking help.,High,63.20444303557543,57,Other
I can't cope with the pressure anymore. Need advice.,High,65.56438494581954,64,F
Everything is going well at work. Need advice.,Low,14.77205277613007,56,M
Sometimes I feel stressed but it's manageable.,Moderate,35.978523001966664,66,M
Work is balanced and I have time for hobbies. I don't know what to do.,Low,0.7751691666003357,34,M
I feel good and relaxed today. Need advice.,Low,29.501616613817177,26,Other
The stress is unbearable and I need immediate help. Seeking help.,Critical,88.99042139111809,40,Other
Everything feels hopeless and I'm struggling daily.,High,55.166079622292635,29,F
I'm having constant panic attacks and can't function. Seeking help.,Critical,80.82254596623704,48,F
I feel good and relaxed today. How can I improve this?,Low,4.6707779326779875,28,M
I'm having constant panic attacks and can't function. Seeking help.,Critical,97.69377000603095,61,Other
Life has been pretty manageable lately.,Low,25.751082201589753,28,F
Work is balanced and I have time for hobbies. Need advice.,Low,27.758645843794653,23,Other
I have severe anxiety and depression that won't go away. I don't know what to do.,Critical,90.17432790685663,23,M
I can't cope with the pressure anymore.,High,56.714973322864935,42,M
The stress is overwhelming and affecting my health. I don't know what to do.,High,56.01703974314714,45,Other
Sometimes I feel stressed but it's manageable.,Moderate,39.67427664781427,69,Other
Everything is falling apart and I can't handle it anymore.,Critical,82.1302936163333,63,M
Work has been a bit overwhelming lately. Seeking help.,Moderate,34.80303192044028,42,F
I can't cope with the pressure anymore. How can I improve this?,High,54.74831915575898,38,M
Everything feels hopeless and I'm struggling daily. How can I improve this?,High,60.50624004518855,50,F
I feel good and relaxed today. How can I improve this?,Low,2.336369672738723,46,Other
I can't sleep at all and feel like I'm falling apart. How can I improve this?,Critical,97.81498363978476,27,F
I feel somewhat anxious about upcoming deadlines.,Moderate,39.41401998982123,22,F
I feel good and relaxed today. Need advice.,Low,13.618764991435793,64,Other
Everything is falling apart and I can't handle it anymore. How can I improve this?,Critical,84.75814448153886,45,M
I can't sleep at all and feel like I'm falling apart. How can I improve this?,Critical,88.76726228676617,28,M
I'm constantly worried and can't focus on anything. How can I improve this?,High,56.45981619675925,23,Other
I'm enjoying my daily routine. Seeking help.,Low,22.92286759736638,54,F
I'm constantly worried and can't focus on anything.,High,68.212348346186,32,F
I'm sleeping well and feeling energized. Need advice.,Low,12.190992158323844,59,M
The stress is unbearable and I need immediate help. Need advice.,Critical,82.14603621658523,29,F
Everything feels hopeless and I'm struggling daily. How can I improve this?,High,60.30044347379141,48,M
I can't sleep at all and feel like I'm falling apart.,Critical,90.98437001356939,48,Other
Work has been a bit overwhelming lately. Need advice.,Moderate,38.996079814088574,60,Other
My mind keeps racing and I feel trapped. Seeking help.,High,56.691710929857436,69,F
I feel good and relaxed today. I don't know what to do.,Low,25.769416413666605,35,M
I feel calm and peaceful. I don't know what to do.,Low,12.539055240416612,24,F
Life has been pretty manageable lately. I don't know what to do.,Low,8.885302966769956,18,Other
I feel worried about several things. Seeking help.,Moderate,45.91930179201215,41,Other
The stress is unbearable and I need immediate help.,Critical,78.79950456185128,41,F
I feel completely helpless and don't know what to do. Seeking help.,Critical,76.58133522246699,33,M
Work has been a bit overwhelming lately.,Moderate,30.86866714471275,66,Other
I feel completely helpless and don't know what to do.,Critical,87.92515708024271,56,F
I'm having trouble sleeping occasionally. I don't know what to do.,Moderate,34.15580929409508,59,F
Work has been a bit overwhelming lately. I don't know what to do.,Moderate,46.064242464881865,49,F
My mind keeps racing and I feel trapped. I don't know what to do.,High,65.25108363644378,19,M
Everything feels hopeless and I'm struggling daily. Need advice.,High,50.09785264338477,26,F
I feel somewhat anxious about upcoming deadlines. How can I improve this?,Moderate,45.96968485860851,36,M
I feel good and relaxed today. I don't know what to do.,Low,13.160033160947265,29,F
I can't sleep at all and feel like I'm falling apart. Seeking help.,Critical,78.8490809666626,33,M
I feel completely helpless and don't know what to do. Seeking help.,Critical,93.64334334203397,34,F
I'm having constant panic attacks and can't function. I don't know what to do.,Critical,88.74211534141446,47,Other
Work has been a bit overwhelming lately. I don't know what to do.,Moderate,30.220267166712148,41,M
I feel very anxious and unable to sleep because of work pressure. Seeking help.,High,54.44699488651572,41,F
Everything is going well at work. How can I improve this?,Low,3.3973035491945955,52,M
I have severe anxiety and depression that won't go away. Seeking help.,Critical,99.86410641711312,26,Other
I can't sleep at all and feel like I'm falling apart. I don't know what to do.,Critical,93.12327993799047,39,M
My mind keeps racing and I feel trapped.,High,50.03570857697942,44,M
Everything is going well at work. How can I improve this?,Low,29.976218968303225,66,M
I'm sleeping well and feeling energized. I don't know what to do.,Low,1.935022760596854,58,F
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,88.00288536255987,32,F
Sometimes I feel stressed but it's manageable. How can I improve this?,Moderate,47.40049851040331,33,Other
Work has been a bit overwhelming lately. I don't know what to do.,Moderate,30.300450839611326,27,F
I feel good and relaxed today.,Low,14.457005013299323,32,M
I feel a bit overwhelmed with responsibilities. How can I improve this?,Moderate,48.77438603955726,63,M
I can't cope with the pressure anymore. How can I improve this?,High,58.32391535928546,18,M
I feel a bit overwhelmed with responsibilities. Seeking help.,Moderate,35.711592324772724,60,M
I can't cope with the pressure anymore. How can I improve this?,High,64.4951336291699,59,Other
My mind keeps racing and I feel trapped.,High,69.99229655006978,27,M
I'm constantly worried and can't focus on anything.,High,69.34987718235023,28,M
I feel very anxious and unable to sleep because of work pressure. I don't know what to do.,High,55.889148364862535,42,Other
Everything feels hopeless and I'm struggling daily. I don't know what to do.,High,70.00381620979377,60,F
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,80.85256662426602,49,F
I feel good and relaxed today. I don't know what to do.,Low,12.150032957626452,30,Other
My mind keeps racing and I feel trapped. Seeking help.,High,73.37896430941552,67,Other
I'm having trouble sleeping occasionally. Need advice.,Moderate,43.40893330565019,37,M
